example,entity,state,role,element_id,grid_id,vertex_index,x_m,y_m,z_m,classification,evidence_kind,receiving_for,selected_pair,projection_distance_m,coordinate_correction_m,ordinary_tolerance_m,snap_tolerance_m,weight_1,weight_2,weight_3,original_length_m,proposal_length_m,length_ratio,fractional_length_change,metric,value,text
B_rejected_length,node,all_proposals,B,450325,511923,,0.2748014938864193,0.9878536906149246,0.03261076705347765,rejected_snap_beam_length,reconstructed,,,0.0017511398778468662,0.0,1e-05,0.0030639880082520532,0.29515961730812357,0.13366414803067742,0.571176234661199,,,,,,,
B_rejected_length,node,original,C,450333,512322,,0.2757427692,0.9876660705,0.03261306509,within_mpc_tolerance,retained,,,5.748922919030806e-10,0.0,1e-05,0.0030639880082520532,0.34703070800554514,0.06103138554207346,0.5919379064523814,,,,,,,
B_rejected_length,node,final,C,450333,512322,,0.2757427692,0.9876660705,0.03261306509,within_mpc_tolerance,retained,,,5.748922919030806e-10,0.0,1e-05,0.0030639880082520532,0.34703070800554514,0.06103138554207346,0.5919379064523814,,,,,,,
B_rejected_length,node,projection,C,450333,512322,,0.2757427691997044,0.9876660704933107,0.0326130645151467,within_mpc_tolerance,reconstructed,,,5.748922919030806e-10,0.0,1e-05,0.0030639880082520532,0.34703070800554514,0.06103138554207346,0.5919379064523814,,,,,,,
B_rejected_length,node,all_proposals,C,450333,512322,,0.2757427692,0.9876660705,0.03261306509,within_mpc_tolerance,reconstructed,,,5.748922919030806e-10,0.0,1e-05,0.0030639880082520532,0.34703070800554514,0.06103138554207346,0.5919379064523814,,,,,,,
B_rejected_length,beam_endpoint,original,,855495,511483,1,0.2738614082,0.9880012274,0.02910641953,,retained,,0,,,1e-05,0.0030639880082520532,,,,0.00546699238814077,0.00546699238814077,1.0,0.0,,,
B_rejected_length,beam_endpoint,original,,855495,510140,2,0.2713899612,0.9884986281,0.02425538376,,retained,,0,,,1e-05,0.0030639880082520532,,,,0.00546699238814077,0.00546699238814077,1.0,0.0,,,
B_rejected_length,beam_endpoint,final,,855495,511483,1,0.2738614082,0.9880012274,0.02910641953,,retained,,0,,,1e-05,0.0030639880082520532,,,,0.00546699238814077,0.00546699238814077,1.0,0.0,,,
B_rejected_length,beam_endpoint,final,,855495,510140,2,0.2713899612,0.9884986281,0.02425538376,,retained,,0,,,1e-05,0.0030639880082520532,,,,0.00546699238814077,0.00546699238814077,1.0,0.0,,,
B_rejected_length,beam_endpoint,all_proposals,,855495,511483,1,0.2738614082,0.9880012274,0.02910641953,,reconstructed,,0,,,1e-05,0.0030639880082520532,,,,0.00546699238814077,0.00546699238814077,1.0,0.0,,,
B_rejected_length,beam_endpoint,all_proposals,,855495,510140,2,0.2713899612,0.9884986281,0.02425538376,,reconstructed,,0,,,1e-05,0.0030639880082520532,,,,0.00546699238814077,0.00546699238814077,1.0,0.0,,,
B_rejected_length,beam_endpoint,original,,855496,511483,1,0.2738614082,0.9880012274,0.02910641953,,retained,,0,,,1e-05,0.0030639880082520532,,,,0.001969564750508799,0.0036161761153545484,1.8360280434651257,0.8360280434651257,,,
