point,velocity_mps,four_point_reduced_frequency,four_point_frequency_Hz,four_point_damping_g,eighteen_point_reduced_frequency,eighteen_point_frequency_Hz,eighteen_point_damping_g
6,135.88239999999999,2.9415,236.00771,-0.0042124713999999999,2.9285999999999999,234.97576000000001,-0.0062789189000000004
6,139.4118,2.867,236.00248999999999,-0.0043237544000000001,2.8544999999999998,234.98122000000001,-0.0062894311999999999
6,142.94120000000001,2.7961,235.99736999999999,-0.0044351577000000001,2.7841,234.98681999999999,-0.0062995747999999999
6,146.47059999999999,2.7286999999999999,235.99235999999999,-0.0045466886000000003,2.7170999999999998,234.99252999999999,-0.0063107281999999999
6,150,2.6644000000000001,235.98746,-0.004658354,2.6532,234.99832000000001,-0.0063240045
7,30,13.418100000000001,237.68928,0.0032658297999999999,13.3948,237.27578,-0.0059871502000000002
7,33.529400000000003,12.0052,237.67903999999999,0.0030019819999999998,11.981400000000001,237.20757,-0.0063472959000000001
7,37.058799999999998,10.8613,237.66808,0.0027381379000000002,10.837400000000001,237.14546999999999,-0.0066693623000000004
7,40.588200000000001,9.9163999999999994,237.65639999999999,0.0024742996999999999,9.8925999999999998,237.08671000000001,-0.0069359686999999996
7,44.117600000000003,9.1226000000000003,237.64401000000001,0.0022104694999999998,9.0990000000000002,237.03067999999999,-0.0071292852999999996
7,47.647100000000002,8.4464000000000006,237.6309,0.0019466424000000001,8.4231999999999996,236.97913,-0.0072463283000000003
7,51.176499999999997,7.8634000000000004,237.61707000000001,0.0016828358,7.8407999999999998,236.93430000000001,-0.0073028036999999999
7,54.7059,7.3555999999999999,237.60252,0.0014190448,7.3338000000000001,236.89631,-0.0073346619999999996
7,58.235300000000002,6.9093999999999998,237.58725999999999,0.0011552722,6.8883000000000001,236.86259999999999,-0.0073779691999999999
7,60,6.7060000000000004,237.57936000000001,0.0010233936,6.6852999999999998,236.84662,-0.0074087501
7,61.764699999999998,6.5141,237.57128,0.00089152079000000002,6.4938000000000002,236.83097000000001,-0.0074463973999999997
7,65.2941,6.1616,237.55457999999999,0.00062779369000000003,6.1420000000000003,236.80019999999999,-0.0075422142000000003
7,68.823499999999996,5.8452000000000002,237.53716,0.00036409403000000002,5.8262999999999998,236.76972000000001,-0.0076632795
