aspect_ratio_index,taper_ratio_index,aspect_ratio,taper_ratio,binary_feasibility_score,raw_score
172,1,10.275,0.20000000000000001,1,1.1071738139663323
173,1,10.300000000000001,0.20000000000000001,1,1.079019892730618
174,1,10.324999999999999,0.20000000000000001,1,1.0498966834650516
175,1,10.350000000000001,0.20000000000000001,1,1.0200590993097078
176,1,10.375,0.20000000000000001,0.98973305965544922,0.98973305965544922
177,1,10.4,0.20000000000000001,0.95911771599112261,0.95911771599112261
178,1,10.425000000000001,0.20000000000000001,0.92838778954358281,0.92838778954358281
179,1,10.449999999999999,0.20000000000000001,0.89769583930026065,0.89769583930026065
180,1,10.475000000000001,0.20000000000000001,0.86717438351360787,0.86717438351360787
181,1,10.5,0.20000000000000001,0.83693784572885144,0.83693784572885144
182,1,10.525,0.20000000000000001,0.80708431915426471,0.80708431915426471
183,1,10.550000000000001,0.20000000000000001,0.77769715427844921,0.77769715427844921
184,1,10.574999999999999,0.20000000000000001,0.74884638006807858,0.74884638006807858
185,1,10.600000000000001,0.20000000000000001,0.72058997167223882,0.72058997167223882
186,1,10.625,0.20000000000000001,0.69297497867985958,0.69297497867985958
187,1,10.65,0.20000000000000001,0.66603852830461041,0.66603852830461041
188,1,10.675000000000001,0.20000000000000001,0.63980871775107995,0.63980871775107995
189,1,10.699999999999999,0.20000000000000001,0.61430540962196256,0.61430540962196256
190,1,10.725000000000001,0.20000000000000001,0.58954094364909038,0.58954094364909038
191,1,10.75,0.20000000000000001,0.56552077731556705,0.56552077731556705
192,1,10.775,0.20000000000000001,0.5422440671080142,0.5422440671080142
193,1,10.800000000000001,0.20000000000000001,0.51970248598372448,0.51970248598372448
194,1,10.824999999999999,0.20000000000000001,0.49787522702286025,0.49787522702286025
195,1,10.850000000000001,0.20000000000000001,0.47673846479101967,0.47673846479101967
196,1,10.875,0.20000000000000001,0.45626388772726212,0.45626388772726212
197,1,10.9,0.20000000000000001,0.43641888396657869,0.43641888396657869
198,1,10.925000000000001,0.20000000000000001,0.41716713418720308,0.41716713418720308
199,1,10.949999999999999,0.20000000000000001,0.39846921256794254,0.39846921256794254
200,1,10.975000000000001,0.20000000000000001,0.38028319552604356,0.38028319552604356
201,1,11,0.20000000000000001,0.36256527653998893,0.36256527653998893
202,1,11.025,0.20000000000000001,0.34527038415806754,0.34527038415806754
203,1,11.050000000000001,0.20000000000000001,0.32835279929410238,0.32835279929410238
204,1,11.074999999999999,0.20000000000000001,0.31176676714608059,0.31176676714608059
205,1,11.100000000000001,0.20000000000000001,0.29546709856469278,0.29546709856469278
206,1,11.125,0.20000000000000001,0.27940975545729774,0.27940975545729774
207,1,11.15,0.20000000000000001,0.26355241484125536,0.26355241484125536
208,1,11.175000000000001,0.20000000000000001,0.24785500645249986,0.24785500645249986
209,1,11.199999999999999,0.20000000000000001,0.23228021935650806,0.23228021935650806
210,1,11.225000000000001,0.20000000000000001,0.2167939737793268,0.2167939737793268
211,1,11.25,0.20000000000000001,0.20136585534958479,0.20136585534958479
212,1,11.275,0.20000000000000001,0.18596951008682655,0.18596951008682655
213,1,11.300000000000001,0.20000000000000001,0.17058299975070274,0.17058299975070274
214,1,11.324999999999999,0.20000000000000001,0.15518911853768158,0.15518911853768158
215,1,11.350000000000001,0.20000000000000001,0.13977567353119735,0.13977567353119735
216,1,11.375,0.20000000000000001,0.12433573272645571,0.12433573272645571
217,1,11.4,0.20000000000000001,0.10886784580733738,0.10886784580733738
218,1,11.425000000000001,0.20000000000000001,0.093376244090451255,0.093376244090451255
219,1,11.449999999999999,0.20000000000000001,0.077871027105289148,0.077871027105289148
220,1,11.475000000000001,0.20000000000000001,0.062368344078741755,0.062368344078741755
221,1,11.5,0.20000000000000001,0.046890579055724357,0.046890579055724357
222,1,11.525,0.20000000000000001,0.031466548418335794,0.031466548418335794
223,1,11.550000000000001,0.20000000000000001,0.01613171904121663,0.01613171904121663
224,1,11.574999999999999,0.20000000000000001,0.00092845407539043912,0.00092845407539043912
225,1,11.600000000000001,0.20000000000000001,0,-0.014093708845367092
226,1,11.625,0.20000000000000001,0,-0.028877745667852284
227,1,11.65,0.20000000000000001,0,-0.043358804213619706
228,1,11.675000000000001,0.20000000000000001,0,-0.057463844439665235
229,1,11.699999999999999,0.20000000000000001,0,-0.071111283735976971
230,1,11.725000000000001,0.20000000000000001,0,-0.084210686715664673
231,1,11.75,0.20000000000000001,0,-0.096662562408214137
232,1,11.775,0.20000000000000001,0,-0.10835836478734351
