group,case,period,a_m,t1_over_a,mass_kg,compliance_nm,label_constraint,label_feasible,pareto_optimal,skin_max_mpa,lattice_max_mpa,skin_margin_mpa,lattice_margin_mpa,stress_state,active_failures,plot_category,simulation_ok,trim_ok,stress_ok,compliance_ok,flutter_ok,max_flutter_damping,light_output_available
SC,14,initial,0.0197316177765475,0.396578961270396,51.9416082800727,47.8579419797128,1.0,0,0,221.4066,201.3773,-1.4065999999999974,18.62270000000001,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,15,initial,0.01,0.199574946006761,40.9098940663725,52.4379850338054,1.0,0,0,231.8347,296.2383,-11.834699999999998,-76.23829999999998,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,16,initial,0.0172481154103206,0.333851447516669,48.50811615832,49.1165747802587,-1.0,1,0,211.4921,157.4967,8.507900000000006,62.503299999999996,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,17,initial,0.0134965291130959,0.356358415307149,49.6649251930268,47.801491011818,-1.0,1,0,205.0955,161.0237,14.904500000000013,58.97630000000001,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,18,initial,0.014717638477673,0.353217062408807,49.4423868414246,48.0560826278983,-1.0,1,0,203.7709,177.5616,16.22909999999999,42.4384,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,19,initial,0.029255352435985,0.210191650390625,41.6121819668043,53.414773190023,1.0,0,0,279.9611,214.0173,-59.96109999999999,5.982699999999994,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,20,initial,0.0158411100125941,0.333126898147301,48.3507521381993,48.8519520331376,-1.0,1,0,211.0112,175.2156,8.988799999999998,44.784400000000005,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,21,initial,0.0274833232164383,0.05,33.272605401407,55.6397403696696,1.0,0,0,252.2043,250.2947,-32.20429999999999,-30.294700000000006,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,22,initial,0.0165341129599592,0.339735949162589,48.6822989548706,49.0261234231114,-1.0,1,0,213.664,160.288,6.336000000000013,59.71199999999999,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,23,initial,0.0177123669710018,0.378718844003091,50.9384200498377,47.8897220079361,-1.0,1,0,195.5419,162.3649,24.4581,57.635099999999994,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,24,initial,0.0162353686036059,0.321442719000876,47.7085180751859,49.1929950359143,-1.0,1,0,217.9357,175.7262,2.064300000000003,44.273799999999994,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,25,initial,0.03,0.05,33.2641016232223,55.60588123664,1.0,0,0,251.2011,272.6133,-31.201099999999997,-52.61329999999998,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,26,initial,0.03,0.137939366698265,37.3702320175345,54.0177566663989,1.0,0,0,257.0189,182.9405,-37.018899999999974,37.059500000000014,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,27,initial,0.0257352991104126,0.05,33.2828161819403,55.6702828249641,1.0,0,0,252.4313,227.2426,-32.43129999999999,-7.24260000000001,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,28,initial,0.01306591796875,0.05,33.2661490997541,55.6732102686158,1.0,0,0,253.1443,168.2678,-33.14429999999999,51.732200000000006,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,29,initial,0.03,0.0910931739211082,34.9563721242426,54.968588970478,1.0,0,0,257.2062,251.9927,-37.206200000000024,-31.992700000000013,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,30,initial,0.0233911026230431,0.05,33.2670695536907,55.6432555192181,1.0,0,0,252.812,195.381,-32.81200000000001,24.619,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,31,initial,0.0209050435423851,0.05,33.2802775556769,55.6248052180832,1.0,0,0,252.9337,176.0336,-32.93369999999999,43.96639999999999,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,32,initial,0.0239597498774528,0.0854742525517941,34.6521779400053,55.1621771346235,1.0,0,0,250.0628,258.8791,-30.06280000000001,-38.879099999999994,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,33,initial,0.0167677407264709,0.394369032084942,51.6713850952691,47.6476637543371,-1.0,1,0,210.5811,162.875,9.418900000000008,57.125,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,34,initial,0.0265413480401039,0.0891389663517475,34.8548107497012,55.0035093852755,1.0,0,0,248.9084,290.9923,-28.9084,-70.9923,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,35,initial,0.0135738573074341,0.341924298703671,48.9507716742628,48.1885253876614,-1.0,1,0,210.3962,156.117,9.603800000000007,63.88300000000001,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,36,initial,0.0188733303546905,0.05,33.2701726447302,55.6153816343292,1.0,0,0,251.247,326.1418,-31.247000000000014,-106.14179999999999,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,37,initial,0.0170304543972015,0.05,33.2961917043165,55.5909296761633,1.0,0,0,252.1467,247.8483,-32.14670000000001,-27.848299999999995,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,38,initial,0.021720431625843,0.084474610388279,34.6194815430313,55.1007637349702,1.0,0,0,248.0744,225.3057,-28.074399999999997,-5.305700000000002,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,39,initial,0.0162344345450401,0.399211002886295,51.8207172732783,47.6060616762147,-1.0,1,0,199.7123,157.8911,20.2877,62.108900000000006,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,40,initial,0.0158119426369667,0.4,51.8473544265577,47.8838778742292,-1.0,1,0,199.0428,156.9002,20.9572,63.09979999999999,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,41,initial,0.0283979559540749,0.0731423802673817,34.1420035486061,55.2817910326669,1.0,0,0,248.6378,305.886,-28.6378,-85.88600000000002,skin_and_lattice_stress,not_available,skin_and_lattice_stress,,,,,,nan,1
SC,42,initial,0.01516455078125,0.399999996195849,51.7797061318993,47.7674677459813,-1.0,1,0,199.6878,163.4721,20.31219999999999,56.52789999999999,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,43,initial,0.014623046875,0.398246999336948,51.709987427689,47.4540910232502,-1.0,1,0,200.0018,176.2429,19.998199999999997,43.75710000000001,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,44,initial,0.0201739885807037,0.187141723632813,40.0154800290509,52.7106475854496,1.0,0,0,236.518,186.7776,-16.518,33.22239999999999,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,45,initial,0.0232998616695404,0.18864881336689,40.2881045010639,52.3202293931046,1.0,0,0,232.0606,175.151,-12.060599999999994,44.84899999999999,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,46,initial,0.0255112929940224,0.188843466937542,40.3305607802279,52.490556957759,1.0,0,0,264.6947,180.3755,-44.69470000000001,39.62450000000001,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,47,initial,0.0225932103395462,0.15526501044631,38.2826341940944,53.4526273295994,1.0,0,0,244.2537,216.6652,-24.25370000000001,3.3348000000000013,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,48,initial,0.0139726045131683,0.22099600315094,42.1706224506844,51.1645787877841,1.0,0,0,234.5226,171.108,-14.522600000000011,48.891999999999996,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,49,initial,0.0182429592013359,0.1956041200459,40.5575244838982,52.1967249920531,1.0,0,0,231.8504,173.5926,-11.850400000000008,46.407399999999996,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,50,initial,0.0140776150822639,0.4,51.8603763551068,47.1619867463377,-1.0,1,0,208.9472,177.8868,11.05279999999999,42.113200000000006,stress_within_limit,not_available,feasible,,,,,,nan,1
SC,51,initial,0.0183912137746811,0.160960629582405,38.6341879089556,53.1483032365086,1.0,0,0,239.4731,200.3036,-19.473099999999988,19.69640000000001,skin_stress_only,not_available,skin_stress_only,,,,,,nan,1
SC,52,continuation,0.0131965443709781,0.380132370667045,50.905800599226,47.2584927532989,-1.0,1,0,200.0116,163.3553,19.988400000000013,56.6447,stress_within_limit,none,feasible,True,True,True,True,True,-1.5517209e-05,1
SC,53,continuation,0.0195307781304313,0.304621246052084,46.9243652695633,49.3768631542113,-1.0,1,1,208.8306,167.0892,11.169399999999996,52.910799999999995,stress_within_limit,none,feasible,True,True,True,True,True,-5.0045446e-06,1
SC,54,continuation,0.0128746767502831,0.394643563238568,51.6476906324464,46.9816678164466,-1.0,1,0,203.0101,158.6061,16.989900000000006,61.3939,stress_within_limit,none,feasible,True,True,True,True,True,-1.3693832e-05,1
SC,55,continuation,0.0209980813097381,0.308249088163796,47.2731854278472,49.3641165584106,1.0,0,0,226.228,183.0299,-6.228000000000009,36.9701,skin_stress_only,stress,skin_stress_only,True,True,False,True,True,-5.4018179e-06,1
SC,56,continuation,0.0133998667596181,0.332019364984926,48.3729142959604,48.4652117709337,-1.0,1,0,207.9697,152.3301,12.030300000000011,67.66990000000001,stress_within_limit,none,feasible,True,True,True,True,True,-6.7077587e-06,1
SC,57,continuation,0.0120230515668243,0.314920698878977,47.6915412128416,48.3053232446854,1.0,0,0,239.0649,164.5605,-19.064899999999994,55.43950000000001,skin_stress_only,stress,skin_stress_only,True,True,False,True,True,-4.4479699e-05,1
SC,58,continuation,0.0114612722532381,0.364285161863819,50.2678649796088,47.1290775746057,1.0,0,0,236.5149,166.4432,-16.51490000000001,53.55680000000001,skin_stress_only,stress,skin_stress_only,True,True,False,True,True,-3.9353012e-06,1
SC,59,continuation,0.0122623275186333,0.343765120830545,49.1947143350473,47.8590915946125,-1.0,1,0,219.1784,163.0814,0.8215999999999894,56.9186,stress_within_limit,none,feasible,True,True,True,True,True,-5.2810597e-06,1
SC,60,continuation,0.01201903569299,0.346311711006946,49.299716432771,47.7384610327339,-1.0,1,0,215.5941,165.946,4.405900000000003,54.054,stress_within_limit,none,feasible,True,True,True,True,True,-5.0663544e-06,1
SC,61,continuation,0.0109670118733166,0.341781973771806,49.1933474612197,47.4310685282768,-1.0,1,1,203.3157,150.9347,16.684300000000007,69.06530000000001,stress_within_limit,none,feasible,True,True,True,True,True,-6.5805664e-06,1
SC,62,continuation,0.0112186335659903,0.330541341456345,48.6127669280889,47.7602443267558,-1.0,1,1,203.3653,157.7591,16.63470000000001,62.24090000000001,stress_within_limit,none,feasible,True,True,True,True,True,-1.3910795e-05,1
SC,63,continuation,0.01063931735362,0.318603960202518,48.0044020501626,48.0963241922147,-1.0,1,1,209.6047,145.4326,10.395299999999992,74.56739999999999,stress_within_limit,none,feasible,True,True,True,True,True,-5.8943698e-06,1
SC,64,continuation,0.0102404942572175,0.306585451916574,47.3188809294842,48.6835996684145,1.0,0,0,247.2928,150.1427,-27.2928,69.85730000000001,skin_stress_only,stress,skin_stress_only,True,True,False,True,True,-3.1495892e-06,1
SC,65,continuation,0.0108701173244356,0.312409058925848,47.6907098697701,48.2605862819982,-1.0,1,1,210.4668,149.5839,9.533199999999994,70.4161,stress_within_limit,none,feasible,True,True,True,True,True,-4.1355953e-06,1
SC,66,continuation,0.0111874602652597,0.307477939280578,47.3751305989746,48.3558628977487,1.0,0,0,223.3633,152.7522,-3.3633000000000095,67.24780000000001,skin_stress_only,stress,skin_stress_only,True,True,False,True,True,-4.185306e-06,1
SC,67,continuation,0.0100517603547353,0.344887666131409,49.3831493278451,47.506691374188,-1.0,1,0,214.2422,143.0862,5.757800000000003,76.91380000000001,stress_within_limit,none,feasible,True,True,True,True,True,-3.3388267e-06,1
SC,68,continuation,0.0107066904442946,0.352291990459171,49.8892485132927,47.188697082679,-1.0,1,1,207.2057,149.249,12.794299999999993,70.751,stress_within_limit,none,feasible,True,True,True,True,True,-3.8793075e-06,1
SC,69,continuation,0.0105726951628508,0.358510891070454,50.2079321506638,47.019056863153,-1.0,1,1,212.8164,149.4475,7.183600000000013,70.55250000000001,stress_within_limit,none,feasible,True,True,True,True,True,-3.6075425e-06,1
SC,70,continuation,0.0103935730315518,0.384674068230375,51.5064543692796,46.3682378027884,-1.0,1,1,195.8853,148.913,24.1147,71.08699999999999,stress_within_limit,none,feasible,True,True,True,True,True,-3.6840554e-06,1
SC,71,continuation,0.0102783064859484,0.370839006547325,50.7990586004611,46.7141034348415,1.0,0,0,223.5511,149.195,-3.551099999999991,70.805,skin_stress_only,stress,skin_stress_only,True,True,False,True,True,-3.3366892e-06,1
