record_type,Case,AR,TaperRatio,CDitrim,Feasible,Pareto,LLTTrimRequiredCL,TorsionCorrectedE,InterpolatedRigidE,LLTTrimCDiRigid,CDiTorsionDeltaPct,DirectRigidE,OptimumTaperAtSameAR,MaximumEAtSameAR,EfficiencyGap,AbsoluteTaperDistance,TaperOnlyCDiPenaltyPct,RigidSpanEfficiency
reference,,6,0.354,,,,,,,,,,0.366,,,,0.00380641444088781,0.990374253753238
reference,,6,0.355,,,,,,,,,,0.366,,,,0.00319306629319449,0.990380328001424
reference,,6,0.356,,,,,,,,,,0.366,,,,0.00263464565883886,0.990385858343829
reference,,6,0.357,,,,,,,,,,0.366,,,,0.00213082209632454,0.990390848034822
reference,,6,0.358,,,,,,,,,,0.366,,,,0.00168126771764587,0.990395300305391
reference,,6,0.359,,,,,,,,,,0.366,,,,0.00128565716361884,0.990399218363352
reference,,6,0.36,,,,,,,,,,0.366,,,,0.000943667579123009,0.990402605393562
reference,,6,0.361,,,,,,,,,,0.366,,,,0.000654978588943145,0.990405464558115
reference,,6,0.362,,,,,,,,,,0.366,,,,0.000419272273566307,0.990407798996555
reference,,6,0.363,,,,,,,,,,0.366,,,,0.000236233145467502,0.990409611826073
reference,,6,0.364,,,,,,,,,,0.366,,,,0.000105548125817201,0.990410906141702
reference,,6,0.365,,,,,,,,,,0.366,,,,2.69065210556363e-05,0.990411685016523
reference,,6,0.366,,,,,,,,,,0.366,,,,0,0.990411951501852
reference,,6,0.367,,,,,,,,,,0.366,,,,2.45225714623487e-05,0.990411708627433
reference,,6,0.368,,,,,,,,,,0.366,,,,0.000100170561467827,0.990410959401633
reference,,6,0.369,,,,,,,,,,0.366,,,,0.000226642591338866,0.990409706811627
reference,,6,0.37,,,,,,,,,,0.366,,,,0.000403639555823787,0.990407953823586
reference,,6,0.371,,,,,,,,,,0.366,,,,0.000630864601358638,0.990405703382859
reference,,6,0.372,,,,,,,,,,0.366,,,,0.000908023104861932,0.990402958414158
reference,,6,0.373,,,,,,,,,,0.366,,,,0.00123482265241837,0.990399721821737
reference,,6,0.374,,,,,,,,,,0.366,,,,0.00161097301838442,0.990395996489573
reference,,6,0.375,,,,,,,,,,0.366,,,,0.00203618614502687,0.990391785281538
reference,,6,0.376,,,,,,,,,,0.366,,,,0.00251017612176163,0.990387091041579
reference,,6,0.377,,,,,,,,,,0.366,,,,0.0030326591651253,0.990381916593888
reference,,6,0.378,,,,,,,,,,0.366,,,,0.00360335359890218,0.990376264743073
reference,,6,0.379,,,,,,,,,,0.366,,,,0.0042219798341625,0.99037013827433
reference,,6,0.38,,,,,,,,,,0.366,,,,0.00488826035005552,0.990363539953607
reference,,6,0.381,,,,,,,,,,0.366,,,,0.00560191967433621,0.990356472527771
reference,,6,0.382,,,,,,,,,,0.366,,,,0.00636268436426946,0.990348938724776
reference,,6,0.383,,,,,,,,,,0.366,,,,0.00717028298797828,0.990340941253818
reference,,6,0.384,,,,,,,,,,0.366,,,,0.00802444610554787,0.990332482805503
reference,,6,0.385,,,,,,,,,,0.366,,,,0.00892490625088449,0.990323566052001
reference,,6,0.386,,,,,,,,,,0.366,,,,0.00987139791324143,0.990314193647205
reference,,6,0.387,,,,,,,,,,0.366,,,,0.0108636575192778,0.990304368226889
reference,,6,0.388,,,,,,,,,,0.366,,,,0.0119014234153392,0.990294092408857
reference,,6,0.389,,,,,,,,,,0.366,,,,0.0129844358498277,0.990283368793099
reference,,6,0.39,,,,,,,,,,0.366,,,,0.0141124369554602,0.990272199961945
reference,,6,0.391,,,,,,,,,,0.366,,,,0.0152851707325485,0.990260588480205
reference,,6,0.392,,,,,,,,,,0.366,,,,0.0165023830315247,0.990248536895329
